,Company,Location,Salary,Job Title,Summary
297,News Corp Australia,Sydney Central Business District NSW,,Data Scientist,Provide data and analytical insights that can be leveraged across the consumer teams. Undertake proactive analysis of customer behaviour to produce data driven…
298,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
299,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
300,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
301,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
302,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
303,University Of Western Australia,Crawley WA,,Research Associate/ Research Fellow - Transforming Maintenan...,"The Centre, co-funded by the Australian Research Council through the Industrial Transformation Training Centre scheme, aims to train a new generation of data…"
304,"Department of Tourism, Sport and Culture",Darwin NT,,Research Analyst,"Office suite, particularly Excel and the use of complex data sets. In depth knowledge of data, business management systems and processes, including the use of…"
305,EnviroAg Australia,Wagga Wagga NSW,,Senior Environmental Scientist,Undertake field investigations and assessments including travel and data collection in remote locations. The key responsibilities of the position will include:
306,TheDriveGroup,Sydney NSW,"$150,000 a year",Senior Data Scientist,Commercial experience as Data Scientist. You will have constant training and development as you progress through the ranks to becoming a Senior Data Scientist.
307,Golder Associates,Western Australia,,Project Environmental Scientist/Engineer - Contaminated Site...,"Data management, interpretation and reporting; Project Environmental Scientist/Engineer - Contaminated Sites. At Golder, we thrive on challenges."
308,Deloitte,Melbourne VIC,,Senior Analyst - Financial Risk,"We have a mix of experienced statisticians, data analysts, data scientists and consultants that help our clients continue to improve their financial risk…"
309,Seeing Machines,Canberra ACT,,Graduate Software Engineers (Test),"You will collaborate with world-class Scientists, Engineers, and the world's leading car makers – as we work together to shape the future of automotive…"
310,City of Melbourne,Melbourne VIC,"$166,050 a year",City Research and Insights Manager,"In this exciting opportunity you will have a team of twelve professionals including economists, researchers, surveyors, analysts and data scientists;"
311,Bayer AG,Australia,,Oncology,"It will be highly advantageous to have a strong understanding of molecular mechanisms of cancer pathogenesis, clinical research (trial design, conduct, and data…"
312,AKQA,Melbourne VIC,,Senior Data Marketing Strategist,"Not a data scientist, but able to delve into data to find insights and confidently and clearly present to clients. 4+ years of data marketing experience."
313,News Corp Australia,Sydney Central Business District NSW,,Data Scientist,Provide data and analytical insights that can be leveraged across the consumer teams. Undertake proactive analysis of customer behaviour to produce data driven…
314,Continuum Recruitment,Melbourne VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
315,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
316,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
317,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
318,Continuum Recruitment,Melbourne VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
319,Freelancer.com,Sydney NSW,"$70,000 - $110,000 a year",Data Scientist - Sydney,"Proven experience as a data scientist or analyst. If this sounds like you, you will love life as a data scientist at Freelancer."
320,KPMG,Perth WA,,Environmental Consultant,"Ability to use the Microsoft Office suite of programs, with proficiency in industry specific data management systems (e.g. Excellent written & verbal skills."
321,Talent Insights Group,Melbourne VIC,$600 a day,Data & Insights Analyst,"+2 years working as an Insights Analyst, Data Analyst, or Data Scientist. We are looking for a passionate Data Analyst with experience working in enterprise…"
322,NSW Health Service,Sydney NSW,"$81,639 - $127,539 a year",Provisional Fellow,"Lead by Dr Vivien Chen, it consists of a team of 7 career scientists, PhD students and support staff. Communication Provisional Fellow will be expected to…"
323,Golder Associates,Richmond VIC,,Contaminated Land Management Consultant (Scientist or Engine...,"Conduct data management, interpretation and reporting for phased environmental site assessments, contaminant assessments, and remediation."
324,Intellify,Sydney NSW,"$120,000 - $140,000 a year",Machine Learning / Data Engineer,Build data expertise and own data quality for the awesome pipelines you build. This role will provide a unique opportunity to work in a collaborative team and…
325,,Sydney NSW,"$120,000 - $170,000 a year",Data Science / Machine Learning Consultant,"This can be a fun, fast-paced and intense role for a Data Scientist / Machine Learning specialist who has delivered data science/ML projects with a flair for…"
326,face2face Recruitment,Adelaide SA,,Data Scientist,Our Federal Government client is looking for a suitably qualified and experienced Data Scientist to work as an integral part of the Bespoke Data and Analytics…
327,Macquarie Group Limited,Sydney NSW,,Quantitative Analyst,Understand the data transformations and calculations performed in systems used to estimate expected credit loss (ECL) for IFRS9 purposes.
328,DLA Piper,Australia,,Research Analyst,A new and exciting opportunity has become available for an experienced Research Analyst to join our central research and information resources team.
329,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
330,News Corp Australia,Sydney Central Business District NSW,,Data Scientist,Provide data and analytical insights that can be leveraged across the consumer teams. Undertake proactive analysis of customer behaviour to produce data driven…
331,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
332,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
333,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
334,Talent Insights Group,Sydney NSW,,Property Data Analyst / Data Scientist - 3 Month Contract,We are hiring a 3 month contract and seeking an experienced Data Analyst / Data Scientist who has worked with Property data or Geospatial data before.
335,ING,New South Wales,,Research Analyst,Project management assistance on other agency-led research project… Strong visualisation and data presentation skills with very strong attention to detail.
336,EY,Sydney NSW,"$92,000 a year",Data Business Analyst - Sydney,"We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business…"
337,Pinpoint Talent,North Sydney NSW,,Data Engineer,"Assisting the Data Scientist(s) and Business Analysts with the execution of data exploration,… Experience with integration of data from multiple data sources."
338,Evolve Scientific Recruitment,Melbourne VIC,,Environmental Scientist,The successful candidate will be required to communicate complex scientific… Demonstrated ability to analyse and interpret environmental data and information.
339,Akuna Capital,Sydney NSW,,Junior Quantitative Researcher - Machine Learning,"Akuna Capital is a young and booming trading firm with a strong focus on collaboration, cutting-edge technology, data driven solutions and automation."
340,Hobson Prior Australia,South Australia,"$75,000 - $82,000 a year",Senior Method Development Scientist - Immunoassay,Hobson Prior are looking for a Senior Method Development Scientist -… Demonstrate efficient problem solving and scientific data interpretation abilities.
341,Hobson Prior,South Australia,"$75,000 - $82,000 a year",Senior Method Development Scientist - Immunoassay,Hobson Prior are looking for a Senior Method Development Scientist -… Demonstrate efficient problem solving and scientific data interpretation abilities.
342,City Brasil,Sydney NSW,,Quantitative Risk Analyst (VP),Translates operational requests from the business into programming and data criteria and conduct systems and… Proficiency handling very large data sets.
343,NSW Health Pathology,Randwick NSW,"$53,647 - $55,829 a year",Medical Laboratory Assistant - Pathology Specimen Reception,"Our network of pathologists are supported by scientists, technicians and… Excellent data entry skills including high attention to detail and data accuracy."
344,Continuum Recruitment,Melbourne VIC,,Data Scientist,Strong demonstrated experience with advanced data science analytic… A strong knowledge of and experience using data visualisation tools in day to day work (e.g.
345,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
346,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
347,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
348,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
349,Ozmatrix,Sydney NSW,,Data Scientist,Significant experience of building models and deriving meaningful insights as a Data Scientist. Experience in analysing large volumes of unstructured data.
350,Department of Home Affairs,Canberra ACT,"$90,400 a year",GAZ- APS5/6 - ACT - Policy/Risk Officers,"This could include – but is not limited to - experience with data mining, integration and visualisation techniques or geographic information systems."
351,IQVIA,St Leonards NSW,,Analyst Market Research,"An ability to translate complex data, into clear insights. IQVIA™ is the leading human data science company focused on helping healthcare clients find…"
352,Adaps,Brisbane QLD,,Data Scientist/Analyst – SAS,"As a Data Scientist you will design data stores, and build advanced data models to solve complex problems and generate sophisticated insights."
353,Morgan Stanley,Sydney NSW,,"Research Analyst, Australian Banks Coverage","Consistently ranked among the top in its field, our Equity Research team looks at economic, market, industry and company data to enhance the performance of…"
354,Culture Amp,Melbourne VIC,,Lead Customer Success Strategist,"Personally working with large data files, often in excel and under short timelines, to ensure a customer's success during their Culture Amp survey launch."
355,CSL Behring,Parkville VIC,,Patent Counsel,Capable of rapidly reviewing and interpreting scientific data and information. A minimum of 3 years’ industry or academic experience working as a scientist.
356,Victor Chang Cardiac Research Institute,Darlinghurst NSW,,POST DOCTORAL SCIENTIST - METABOLOMICS,Experience with the generation and statistical analysis of ‘omics’ data. The Metabolomics Research Scientist is an important part of our new Metabolomics…
357,Patch Personnel,Melbourne VIC,,Environmental Scientist/ Engineer,"Leading junior scientists and contractors. Data collection for groundwater, soil and vapour investigations. You will have the opportunity to work on different…"
358,Clemenger Group,Melbourne VIC,,Addressable Director,We're fortunate to have some excellent data scientists working with us helping to build the latest and greatest in models. The Drum's Big Won Report 2018:
359,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
360,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
361,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
362,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
363,AirTree Ventures,Sydney NSW,,FluroSat: Data scientist - FT,"Work with the team of data scientists (agriculture, remote sensing, data science) on novel interpretations of nature 'laws' into programming scripts."
364,Hyper Anna,Sydney NSW,,Client Engagement Consultant - data analytics software,"Hungry to learn and innovate, working alongside world-class data scientists and engineers. We’re a fast growing software start-up in the AI and data analytics…"
365,CS Executive Group,Victoria,,Beamline Scientist,"Experience as a beamline/instrument scientist undertaking experiments, supporting/training users, and performing associated data analysis;"
366,Kerry,Sydney NSW,,RDA Scientist (Flavor Collection & Beverage Application),"Strong business acumen and data management skills. Kerry is looking for a RDA Scientist, this role will sits under our RDA Team based in Sydney."
367,Hobson Prior Germany,South Australia,"$75,000 - $82,000 a year",Senior Method Development Scientist - Immunoassay,Demonstrate efficient problem solving and scientific data interpretation abilities. Hobson Prior are looking for a Senior Method Development Scientist -…
368,Sportsbet.com.au,Melbourne VIC,,Talent Acquisition Partner,"You will be recruiting roles across our Marketing (Campaign Executive, Media Executive, Insights, SEO etc), Product (Product Managers, Insights (Data Scientist)…"
369,ERM Group,Perth WA,,"Environmental Scientist, Graduate to Senior (Mid-Senior Leve...",QUALIFICATIONS of Senior Environmental Scientist: QUALIFICATIONS of a Environmental Scientist: QUALIFICATIONS of Environmental Scientist (Some experience).
370,Evolve Scientific Recruitment,Illawarra NSW,,"R&D Scientist,Fermentation-Algal,Biopolymers-Bioplastics, Pe...","Validate and summarise experimental data, and prepare timely reports on experiments and projects. These Research Scientist positions will be based within the R…"
371,Accenture,Melbourne VIC,"$90,000 - $130,000 a year",Anti Money Laundering Analytics Senior Consultant,"Work very closely with data scientists to ensure efficient and effective delivery of solutions; Manage, transform and cleanse high volume data;"
372,PAREXEL International,Australia,,Senior Statistical Programmer,"Import/export programming specification development, test data creation and test data entry, import/export programming functional testing, as well as mapping…"
373,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
374,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
375,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
376,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
377,Hydrogen Group,Sydney NSW,,Data Scientist,"Proven experience as a hands-on data scientist, formulating and delivering strategy and data solutions. The Data Scientist is responsible for leading the use of…"
378,Victor Chang Cardiac Research Institute,Darlinghurst NSW,,POST DOCTORAL SCIENTIST (CMR),Are you an accomplished scientist with a talent for hands-on experimental work and complex data analysis? We are seeking a Postdoctoral Scientist to conduct…
379,General Assembly,Melbourne VIC,,Part-time Data Science Instructor,"Python, Machine Learning, Probability, Statistics, manipulation of large data sets, data visualization techniques. You have fluency in the following topics:"
380,CSIRO,Melbourne VIC,"$83,000 - $94,000 a year",CSIRO Postdoctoral Fellowship in Medical Image Harmonisation,"Harnessing the growing volume of publicly available data sources, as well as work on establishing proprietary datasets in collaboration with our partners."
381,ThoughtWorks,Melbourne VIC,,Senior Data Engineer,Understanding of how to architect solutions for data science and analytics such as productionizing machine learning models and collaborating with data…
382,Infinity Pro,Melbourne VIC,,Applied Statistician - Actuarial / Risk Data Statistician -...,Demonstrated experience in data mining/modelling and data interpretation; Background in data interpretation & ability to translate data into a business…
383,CSIRO,Sydney NSW,"$97,276 - $105,269 a year",Research Scientist/Senior Research Scientist in Systems,CSIRO’s Data61 is seeking to appoint a Research Scientist/Senior Research Scientist in Systems to work alongside our world-leading scientists within our…
384,CSL Behring,Parkville VIC,,Manager Formulation Development,"Practical expertise with contemporary quality improvement concepts & tools, including statistical techniques relating to experimental design, data analysis and…"
385,Intellify,Sydney NSW,"$110,000 - $140,000 a year",Associate / Data Science delivery lead,"Previous experience as a Technical Business Analyst, data scientist or quantitative modeler at a consultancy or mid to large enterprise."
386,Monash University,Clayton VIC,"$184,687 a year",Associate Professor or Professor - Machine Learning,Monash has recently established the new Monash Data Futures Institute to better support and advance cross-University expertise in producing and leveraging data.
387,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
388,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
389,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
390,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
391,KPMG,Sydney NSW,,Manager - Data & Analytics,"Define and deliver enterprise information management frameworks that address data lineage, data dictionaries, data ownership, data sensitivity, data privileges…"
392,Microsoft,Australia,,Senior FastTrack Engineer,"We also talk to the customer business, end users and data scientists. Experience working with enterprise customers on Azure specific data solutions and…"
393,CSIRO,Australia,$600 a week,Indigenous Cadetships - Data61 Computer Science,"This work may involve data entry, data management, statistical analysis, literature searches and the production of reports and other publications."
394,Taverner Research,Sydney NSW,"$60,000 - $65,000 a year",Market Research Project Assistant/Research Analyst,"Data manipulation and data analysis using tools such as Excel, SPSS and Q. Taverner Research is looking for you, if you love numbers and data and communicating…"
395,Michael Page,Sydney NSW,$95 - $105 a day,Data Engineer - innovative projects - Tech Startup,Productionizing algorithms developed by our data scientist. Knowledge of complexities and challenges of implementing ETL and data flow processes for Big Data.
396,Firesoft People,Surry Hills NSW,"$300 - $1,000 a week",Big Data Engineer,"Experienced with data analytics products and ideally big data challenges. Work with a growing team of 15 Data Scientists and lay the platform in the design,…"
397,Metigy,Sydney NSW,,Data Engineer,"You’ve worked for over 5+ years as data engineer working in Data Warehousing, Business Intelligence and Big Data processing. What you’ll be working on."
398,Displayr,Glebe NSW,,UI/UX Designer | Data Analysis & Reporting Software,Experience working on data analysis and reporting apps. You’ll be helping people who never dreamed they ‘could do’ data science. The role will be a mix of:
399,KPMG,Sydney NSW,,"Associate Director, Risk Data Analytics","Define and deliver enterprise information management frameworks that address data lineage, data dictionaries, data ownership, data sensitivity, data privileges…"
400,NSW Health Pathology,Campbelltown NSW,$27.05 - $28.15 an hour,Medical Laboratory Assistant - Pathology Collector / Specime...,"Excellent data entry skills including high attention to detail and data accuracy. Our network of pathologists are supported by scientists, technicians and…"
401,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
402,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
403,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
404,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
405,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
406,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
407,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
408,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
409,Continuum Recruitment,Melbourne VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
410,News Corp Australia,Sydney Central Business District NSW,,Data Scientist,Provide data and analytical insights that can be leveraged across the consumer teams. Undertake proactive analysis of customer behaviour to produce data driven…
411,Finite IT,Sydney NSW,"$140,000 - $170,000 a year",Senior Data Scientist,We are seeking a Senior Data Scientist that is enthusiastic and driven to join one of the largest Data Compaines in Sydney. 3 + years’ analytical experience.
412,Autodesk,Sydney NSW,,"BIM Implementation Consultant, ANZ","Define migration approach of customer data and standards into Autodesk products. Our software is used by everyone - from design professionals, engineers and…"
413,Adaps,Sydney NSW,,Data Scientist,"Demonstrate a strong proficiency in Excel, PowerPoint and SharePoint. Strong organisation, attention to detail and an inquisitive mind are essential."
414,The University of Queensland,St Lucia QLD,"$67,542 - $90,982 a year",Postdoctoral Research Fellow,"The successful appointee must have a PhD in molecular genomics, computational biology, or in an area related generation and/or analysis of genomic data."
415,Cardno Limited,Perth WA,,Senior Environmental Scientist/Engineer,"Preparing technical reports, undertaking desktop research and data analysis. Cardno’s Environment business unit is an integrated environmental services…"
416,Elula - ACS Foundation,Sydney NSW,"$55,000 a year",Graduate Software/Platform Engineer,"You will work closely within a high performing team of data scientists, engineers and analysts in data modelling for visualisation and AI product development."
417,Golder Associates,Milton QLD,,Project Support,"Data entry (this can include GINT, Nexus and ESDAT). You will be involved in providing administration support to technical discipline groups and Golder project…"
418,CSIRO,Australia,$600 a week,Indigenous Cadetships - Data61 Engineering,"This work may involve data entry, data management, statistical analysis, literature searches and the production of reports and other publications."
419,Thermo Fisher Scientific,Sydney NSW,,Clinical Sequencing Applications Specialist,"Field Application Scientist, Clinical Sequencing. Strong bioinformatics skills to provide support in design and data analysis for qPCR and NGS customer projects…"
420,The Walter and Eliza Hall Institute of Medical Res...,Melbourne VIC,"$90,053 - $96,661 a year",Research Officer (Super Resolution Microscopist),This position will suit a self-motivated individual with very good communication skills and attention to detail who can work independently within an…
421,University of New South Wales,Sydney NSW,"$76,570 - $102,091 a year",Postdoctoral Fellow - Data Scientist,"This position will play a key role in undertaking data scientist specific tasks including data collection, data wrangling, big data analytics including…"
422,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
423,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
424,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
425,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
426,Continuum Recruitment,Melbourne VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
427,News Corp Australia,Sydney Central Business District NSW,,Data Scientist,Provide data and analytical insights that can be leveraged across the consumer teams. Undertake proactive analysis of customer behaviour to produce data driven…
428,Culture Amp,Melbourne VIC,,Senior Software Engineer,"Seven engineers, a product designer, product manager and a data scientist. What do Airbnb, Kind and Salesforce have in common? What is a People Geek?"
429,EY,Sydney NSW,,SSIS Developer,"We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business…"
430,KPMG,Melbourne VIC,,Consultant & Senior Consultant - Lighthouse,"Data Scientist / Data Engineer / Machine Learning Engineer / Big Data Engineer / Cloud Engineer. Our team is seeking data scientists, engineers and analysts to…"
431,CRU International,Sydney NSW,,Consulting Research Analyst,"You will work closely with market experts as well as senior researchers on developing and improving CRU’s models, whilst also contributing to process…"
432,Finite IT,Sydney NSW,"$170,000 - $220,000 a year",Director of Strategy & Data,"Experience in leading a team of Data Scientist. A Deep expertise in hands on data science, data engineering and strategy."
433,Mindcloud Consultants,Sydney NSW,,Data Scientist (Advanced Analytics),"Experience with large data sets, including statistical analyses, data visualization, data mining and data cleansing/transformation and machine learning…"
434,Billigence Pty Ltd,Sydney NSW,,Data Scientist | long term contract | Iconic organisation,"Experience in relational databases, data modelling and Data Profiling. Able to understand various data structures and common methods in data transformation."
435,Hyre Pty Ltd,Sydney NSW,"$130,000 - $140,000 a year",Fixed Term Contract - Data Scientist - 120-140K + Super - Le...,Title – Data Scientist Lead. Commercial experience querying and manipulating data. You will apply cutting edge data science methods while playing the integral…
436,NSW Health Pathology,Randwick NSW,"$122,385 - $129,279 a year",Laboratory Manager - Genetics,"Snr Hospital Scientist I/C Lab >200. Advanced knowledge and operating competency with Laboratory Information Systems, Microsoft Office applications and Quality…"
437,KPMG,Melbourne VIC,,Transport - Associate Director,"Experience in building models, working as a mathematician or data scientist and undertaking analytics using Python or R. 05 Aug 2019 AUS Eastern Standard Time."
438,University of New South Wales,Sydney NSW,"$76,570 - $102,091 a year",Postdoctoral Fellow - Data Scientist,"This position will play a key role in undertaking data scientist specific tasks including data collection, data wrangling, big data analytics including…"
439,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
440,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
441,News Corp Australia,Sydney Central Business District NSW,,Data Scientist,Provide data and analytical insights that can be leveraged across the consumer teams. Undertake proactive analysis of customer behaviour to produce data driven…
442,Continuum Recruitment,Melbourne VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
443,University of New South Wales,Sydney NSW,"$76,570 - $102,091 a year",Postdoctoral Fellow - Data Scientist,"This position will play a key role in undertaking data scientist specific tasks including data collection, data wrangling, big data analytics including…"
444,KPMG,Melbourne VIC,,Transport - Associate Director,"Experience in building models, working as a mathematician or data scientist and undertaking analytics using Python or R. 05 Aug 2019 AUS Eastern Standard Time."
445,KAPiTAL Consulting,Sydney NSW,,Client Side Data Scientist | Great opportunities in Melbourn...,3-5 years experience as a data scientist building and implementing predictive models and machine learning algorithms.
446,Infinity Pro,Melbourne VIC,,"Statistician, Applied Statistician Data Consultant - Applied...",Demonstrated experience in data mining/modelling and data interpretation; Background in data interpretation & ability to translate data into a business…
447,ERM Group,Melbourne VIC,,Environmental Consultant (Associate Level),Fieldwork experience involving environmental data collection (soil and water); As part of the continued growth and innovation of our Site Investigation and Risk…
448,University of New South Wales,Sydney NSW,"$76,570 - $102,091 a year",Postdoctoral Fellow - Urban Modelling,"Participate as a team member for the Value Australia project working with a dynamic team of data scientists, modellers and computer scientist to deliver a world…"
449,Paxus,Melbourne VIC,,Cloud Data Engineer,Liaising with data scientists and analysts to manage the impact of data quality issues and develop enterprise best practice for data experimentation.
450,CSIRO,Geelong VIC,"$63,000 - $80,000 a year",Animal Technician - Large Animal Facility,"As the Animal Technician you will have responsibilities which include provision of animal husbandry, collection of samples from infected research animals, data…"
451,Nielsen,Lane Cove NSW,,Senior Statistical Data Analyst,"Investigate data imputation techniques to maximise data usage and complement survey analytics; Dealing predominantly with sample-based data sets, Senior…"
452,Catapult Sports,Melbourne VIC,,Software Development Manager,"We're responsible for market-leading elite wearable technology that provides insights and analytics to coaching staff, sports scientists and athletes, and we…"
453,Victor Chang Cardiac Research Institute,Darlinghurst NSW,,LEAD SCIENTIST - CELL PHENOTYPING,"You will have primary responsibility for ensuring optimal utilisation of our facilities including assistance with experimental design, data acquisition and data…"
454,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
455,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
456,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
457,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
458,News Corp Australia,Sydney Central Business District NSW,,Data Scientist,Provide data and analytical insights that can be leveraged across the consumer teams. Undertake proactive analysis of customer behaviour to produce data driven…
459,Continuum Recruitment,Melbourne VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
460,University of New South Wales,Sydney NSW,"$76,570 - $102,091 a year",Postdoctoral Fellow - Data Scientist,"This position will play a key role in undertaking data scientist specific tasks including data collection, data wrangling, big data analytics including…"
461,IBM,Ballarat VIC,,Business Intelligence Report & Visualisation Developer – IBM...,"Hands on experience in managing large quantum of data in Big Data environment (e.g. Participating in agile, cross functional teams to deliver dashboards,…"
