,Company,Location,Job Title,Summary,Annual_salary,Job_Type
160,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
161,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
162,Michael Page,Melbourne VIC,Analytics Lead/ Data Scientist,"Coordinate with the different analytical and data functions to improve and solve data issues and capabilities. Data Analysis - SQL, MS BI stack, Oracle.",145000.0,1
163,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
164,4impact Group,Brisbane QLD,Business Analyst (Data Governance),"Data Governance, Data modeling , ETL, Business Intelligence / Data warehousing *. Strong understanding and experience as a Business analyst.",201750.0,1
165,ASIC,Sydney NSW,"Senior Analyst, Superannuation","As a Senior Analyst, you will be required to: Analyse and draw conclusions from a range of qualitative and quantitative data, using evidence-based arguments to…",131762.0,1
166,Total Resource Solutions,Sydney NSW,Data Analyst/Modeller - Visualisation,"Experience in extracting data, cleaning and preparing data for use in dashboards. Data Modeller Time – NSW Government. Up to 5 data cleansing projects.",168125.0,1
167,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
168,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
169,Skills Institute Australia,Springwood QLD,System Analyst,Using data and process modelling techniques to create clear system specifications for the design and development of system software.,70000.0,0
170,Michael Page,Melbourne VIC,Data & Digital Analyst | Web Analytics | Ecommerce | Retail,"Previous experience in an Ecommerce Analyst, Digital Insights Analyst, Web Analytics Analyst role. … Data manipulation experience with Advanced Excel, SQL,…",100000.0,0
171,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
172,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. … Demonstrated experience as Analyst with ability to…",174850.0,1
173,DFP Recruitment Services Pty Ltd,Melbourne VIC,APS4 Business Analyst,"Proven experience with data monitoring and analysis, ideally within the Public Sector. Proven experience with collecting and analysing data and identifying…",112980.0,1
174,University of New England (UNE),Armidale NSW,Business Intelligence Analyst,The Business Intelligence Analyst will utilise analysis tools to query the UNE Data Warehouse and alternative data repositories to generate reports.,80345.0,0
175,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
176,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
177,iKas International,Sydney NSW,Data Analyst,"The projects you will work on initially will be Data Migration, Data Quality, Risk and Regulatory projects. This person will need to know how to use excel and…",201750.0,1
178,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
179,Cognizant Technology Solutions,Sydney NSW,DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. Experience of working on data integration projects.,75000.0,0
180,Enterprise IT Resources Pty Ltd,Sydney NSW,Data Insights Analyst (Ref: 4560),"Typically, you will have worked as a data analyst previously, however you may also come from a Campaign Analyst or BI Analyst background.",98000.0,0
181,Government of South Australia,Adelaide SA,SENIOR INFORMATION ANALYST,"The Senior Information Analyst is responsible for: Strong working knowledge of data collection, statistical and information analysis and evaluation…",93663.5,0
182,Sharp & Carter,Sydney NSW,Strategy & Market Analyst,Provide data and assumptions informing financial models. You will be comfortable with complex data sets and information. The successful applicant will have.,160000.0,1
183,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
184,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
185,The University of Queensland,Brisbane QLD,Business Analyst,"Research performance data management, contract negotiation; To be successful in this role, you will have a postgraduate qualification or equivalent and…",102392.0,1
186,Experis,Sydney Central Business District NSW,Senior Data Analyst,"Data Analyst/ Data Science/ BI. A leading ASX listed marketing business based in Sydney, CBD have an exciting opportunity for a Senior Data Analyst to join the…",115000.0,1
187,RateSetter Australia,The Rocks NSW,Data Analyst,You will be essential in applying your interpretations to the data and challenging the questions that are being asked to ensure that all data is being turned…,100000.0,0
188,Appreciating Talent,Sydney NSW,Data Analyst Consultant,"Passion for statistics, data and trends? Assisting in business development opportunities relating to data collection, analysis and reporting.",65000.0,0
189,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
190,Bluefin Resources,Melbourne VIC,Digital and Data Analyst Lead,"Strong SQL querying skills for data accessing and manipulation. Discover trends, patters and stories told by the data and present to key decision-makers.",122500.0,1
191,HAYS,Melbourne Northern Suburbs VIC,Corporate Analyst,"As Corporate Analyst, your main duties will be: Intermediate to Advanced Excel skills, with experience in managing large data sets and financial modelling.",96000.0,0
192,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
193,Cognizant Technology Solutions,Sydney NSW,DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. Experience of working on data integration projects.,75000.0,0
194,Axiom Technologies Australia,Sydney NSW,Business Analyst,Solid experience as a business analyst is mandatory. We are seeking an experienced Business Analyst to support high profile and enterprise clients.,85000.0,0
195,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
196,Cognizant Technology Solutions,Sydney NSW,DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. Experience of working on data integration projects.,75000.0,0
197,S2M,Sydney NSW,Audience/ Data Analyst- Digital Media,"Expertise in data models, database design & development, data mining and segmentation. 2 to 3 years proven local working experience as a data analyst in a…",80000.0,0
198,ALDI,Parramatta NSW,Commercial Analyst,"Performing fact based, data driven analysis and modelling on significant sets of data for the purpose of creating actionable information required to drive key…",126299.5,1
199,Coffs Harbour City Council,Coffs Harbour NSW,Customer Service Systems Analyst,"Reporting to the Customer Service Group Leader, the Customer Service Systems Analyst is responsible for driving improved business outcomes via system and…",71000.0,0
200,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
201,Cognizant Technology Solutions,Sydney NSW,DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. … Experience of working on data integration projects.,75000.0,0
202,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. … Demonstrated experience as Analyst with ability to…",174850.0,1
203,Coffs Harbour City Council,Coffs Harbour NSW,Customer Service Systems Analyst,"Reporting to the Customer Service Group Leader, the Customer Service Systems Analyst is responsible for driving improved business outcomes via system and…",71000.0,0
204,Michael Page,Melbourne VIC,Analyst,"Exceptional Excel and data skills required, including advanced Excel functionality and ability to synthesise larges data sets from different sources.",96840.0,0
205,MK Infotech Pty Ltd,Sydney NSW,Senior Test Analyst,"As Senior Test Analyst in a client facing role. … Strong Experience in Netcracker tool for provisioning work flow such CFS, manual task closure and execution flow…",67500.0,0
206,Opus Recruitment Solutions,Sydney NSW,URGENT: data Analyst,My client is looking for a professional solution based data analyst that has experience across Power BI and gathering the data from a new application they are…,181575.0,1
207,Michael Page,Melbourne VIC,Tradespend Analyst - Immediate start,Download and export data from excel to and from SAP. Analyse large data sets in regards to the pricing of products and promotions to advise stakeholders in…,75000.0,0
208,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
209,Cognizant Technology Solutions,Sydney NSW,DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. Experience of working on data integration projects.,75000.0,0
210,Ignite,Melbourne VIC,Business Analyst,"Demonstrated experience as Analyst with ability to… 5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement.",174850.0,1
211,Qauadrus Global,Melbourne VIC,Data Architect,Drive and innovate Data Model Management. Define and Support the integration between Data Modelling tool and Data.,221925.0,1
212,Appreciating Talent,Sydney NSW,Data Analyst,"Passion for statistics, data and trends? Assisting in business development opportunities relating to data collection, analysis and reporting.",65000.0,0
213,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries … Good understanding of Data Analysis and data management.",100000.0,0
214,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
215,Marley Spoon,Alexandria NSW,Junior Marketing Analyst,Experience leveraging data and consumer insights to better inform campaign planning and audience targeting. … Marley Spoon is the new way to cook.,70000.0,0
216,Cognizant Technology Solutions,Sydney NSW,DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. … Experience of working on data integration projects.,75000.0,0
217,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. … Demonstrated experience as Analyst with ability to…",174850.0,1
218,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
219,Southern NSW Local Health District,Queanbeyan NSW,Rural eHealth Business Analyst,"The Rural eHealth Business Analyst ‐ Pharmacy is responsible for managing all aspects of the development of the eMeds solution, including PharmNet, analysing…",124422.5,1
220,Finite IT,Melbourne VIC,Data Transition & Reporting Analyst,Data mapping and Data manipulation. Our Client is looking for a Data transition & Reporting Analyst to join their Network Technology team.,107600.0,1
221,Morgan McKinley,Sydney Central Business District NSW,Reg Reporting - Data Analyst,This reporting data analyst will have the responsibility to conduct regulatory reporting requirements and be a key member of the data team team.,188300.0,1
222,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
223,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
224,Seven West Media,Sydney NSW,Business Analyst,"As Business Analyst, you will: Passion for data and analytics. As a Business Analyst, you’ll be responsible for product and business analysis as relates to our…",70000.0,0
225,HAYS,Victoria,Payments Analyst,Verify data entry for the financial element of participant plans. We are currently looking to appoint multiple Payments Analysts for our Federal Government…,112980.0,1
226,Cognizant Technology Solutions,Sydney NSW,DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. Experience of working on data integration projects.,75000.0,0
227,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
228,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
229,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
230,Total Resource Solutions,Melbourne VIC,3 x Data Engineer - Contract - Fin Services - $800 p/d,"The Data Engineer will expand and optimise our clients' data and data pipeline architecture, as well as optimise their data flow and collection for cross…",800.0,0
231,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
232,Opus Recruitment Solutions,Melbourne VIC,Lead Data Scientist,"Undertaking data collection, prepossessing and analysis. Presenting information using data visualization techniques. A chance to lead from the front.",255550.0,1
233,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
234,Bluefin Resources,Melbourne VIC,Customer Insights Analyst,"Communicate and present insights with the use of data visualisations. A growing Australian institution, within the Healthcare industry, is looking for an…",85000.0,0
235,Elula - ACS Foundation,Sydney NSW,Graduate Software/Platform Engineer,"You will work closely within a high performing team of data scientists, engineers and analysts in data modelling for visualisation and AI product development.",55000.0,0
236,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
237,Michael Page,Sydney NSW,Lead Data Scientist - building innovative technology for Aus...,"They bring together expertise in cognitive computing, big data, analytic, digital business design and Robotic Process Automation.",175000.0,1
238,s2m Digital,North Sydney NSW,Audience/ Data Analyst- Digital Media,"Expertise in data models, database design & development, data mining and segmentation. 2 to 3 years proven local working experience as a data analyst in a…",80000.0,0
239,Total Resource Solutions,West Ryde NSW,Water Quality Analyst (lab-based),"Water Quality Analyst – NSW Government. Check relevant data entry for accuracy, report any issues as they arise.",48420.0,0
240,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
241,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
242,FourQuarters,Melbourne VIC,BI Analyst - Tableau,BI Analyst required to provide data visualisation solutions within the marketing function of a leading global financial services business.,140000.0,1
243,EY,Melbourne VIC,"Business Analyst, Technology, Financial Services Advisory –...","We are looking for a Business Analyst within the Financial Services IT Advisory team in our Melbourne office. Be part of a high-performing, supportive culture.",72000.0,0
244,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
245,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
246,Michael Page,Melbourne VIC,Analyst - IT Audit,Collaborate with the different business areas such as Data Analytics and Quality Assurance to ensure appropriate level of resource and support is needed to…,69940.0,0
247,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
248,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
249,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
250,Murdoch Childrens Research Institute,Parkville VIC,Senior Business Analyst,Work with staff and stakeholders to prepare the detailed data models and data dictionaries when necessary. Lead the activities to select and evaluate software…,110500.0,1
251,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
252,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
253,HorizonOne Recruitment,Canberra ACT,Financial Analyst,Analysing business data and information and presenting risk factors. This is a varied role that will see you working with a wide range of stakeholders analysing…,80000.0,0
254,Bell People,Melbourne VIC,QC Lab Instrument Analyst,"Work with computerised lab equipment to assess data analysis and data storage for each instrument. Due to new project requirements, our client is now seeking an…",134500.0,1
255,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
256,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. … Demonstrated experience as Analyst with ability to…",174850.0,1
257,Michael Page,Sydney NSW,"Application Specialist, Data Analyst - Global Financial Inte...","Solid Product Knowledge around data feed and API solutions, and work alongside Sales Team in opportunities and to educate the clients to use data efficiently;",170000.0,1
258,Salt Recruitment,Sydney NSW,Senior Data Analyst,"Skills required for the Senior Data Analyst: … What you’ll be doing as a Senior Data Analyst: … The Senior Data Analyst reports into the Analytics Strategy Lead,…",120000.0,1
259,Anton Murray Consulting,Melbourne VIC,Wealth Management Operations Analyst,Our client is a leading Wealth Management firm seeking an Operations Analyst for a long dated contract. … The role will be part of a team who support both local…,77500.0,0
260,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
261,Cognizant Technology Solutions,Sydney NSW,DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. Experience of working on data integration projects.,75000.0,0
262,Total Resource Solutions,Sydney NSW,Data Analyst/Modeller - Visualisation,"Experience in extracting data, cleaning and preparing data for use in dashboards. Data Modeller Time – NSW Government. Up to 5 data cleansing projects.",168125.0,1
263,Anton Murray Consulting,Melbourne VIC,Wealth Management Operations Analyst,Our client is a leading Wealth Management firm seeking an Operations Analyst for a long dated contract. The role will be part of a team who support both local…,77500.0,0
264,Onepoint Australia Pty Ltd,Melbourne VIC,Digital Management Consultant,"Lead and manage those within the team, including analysts. Carry out research and data collection to understand the organisation.",82500.0,0
265,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
266,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
267,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
268,City of Boroondara,City of Boroondara VIC,Business Support & Improvement Officer,"Use Councils corporate systems to ensure requests are efficiently managed and corporate data and information is accurately updated, stored and accessible.",66072.0,0
269,Michael Page,Melbourne VIC,Modelling Analyst - 12M FTC - Retail,Extensive data mining/working through large data sets to identify future trends. Assisting sales and operations with scenario analyst and financial modelling.,92500.0,0
270,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
271,Cognizant Technology Solutions,Sydney NSW,DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. Experience of working on data integration projects.,75000.0,0
272,Deloitte,Sydney NSW,Audit & Assurance - Quantitative Finance Solutions - Senior...,"Audit & Assurance - Quantitative Finance Solutions – Senior Analyst. Bachelor or higher degree in Computer Science, Statistics, Mathematics, Engineering/IT or a…",70000.0,0
273,To the Moon & Back,Sydney NSW,Program Manager - Board Certified Behavior Analyst,"Overseeing data collections systems, monitoring data reliability and procedural integrity. At least 2 years’ experience working as a Board Certified Behaviour…",70000.0,0
274,Talent Insights Group,Sydney NSW,SQL Data Engineer / Data Analyst - Health Data,"Minimum of 3 years' of experience in a Data Engineer, Data Analyst, BI or SQL Engineering role. Curiosity and interest in data and ideally, ability to evaluate…",122500.0,1
275,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
276,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
277,HAYS,Sydney Central Business District NSW,Quantitative Analyst - Derivatives Valuations,Financial reporting on markets data analysis. Are you a Senior Quantitative Analyst with a history of providing superior Product Control within Derivatives…,155000.0,1
278,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
279,Michael Page,Melbourne VIC,Financial Analyst,"Due to positive change within the organisation they are looking for a Finance Analyst to work closely with key senior stakeholders in order to report, analyse,…",82500.0,0
280,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
281,Finite IT,Sydney NSW,Data Scientist-Python,Experienced Data Scientist –government experience a plus. We are looking for a data scientist/mathematician who can code in python. Flexible and a team player.,199060.0,1
282,Salt Recruitment,Sydney NSW,Data Analyst – 6 month contract,Key skills required for the Data Analyst: A strong understanding of data and data systems. Salt have partnered up with a leading specialist data consultancy in…,147950.0,1
283,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
284,PBI Search,Sydney NSW,Lead Data/BI Analyst,"The successful candidate will work as the Lead Data/BI Analyst delivering project based data analytics, data processing, database programming and data modelling…",130000.0,1
285,CAREER MEISTER,Australia,Operations Analyst | Warehouse/Logistics,"Analytical ability to organise, manipulate and interpret data from various sources. Maintain and enhance reporting of operational performance and key financial…",70000.0,0
286,Total Resource Solutions,Melbourne VIC,GCP Data Engineer,"The Data Engineer will expand and optimise our clients' data and data pipeline architecture, as well as optimise their data flow and collection for cross…",800.0,0
287,Job2Go,Melbourne VIC,Financial Analyst,Exceptional analytical skills with ability to simplify and present complex data. The Finance Analyst supports the business to make well-informed commercial…,75000.0,0
288,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
289,Michael Page,Melbourne VIC,SAS Fraud Analyst,"Enterprise Guide, SAS Data Integration Studio, SAS Server Management Console. Data migration from the legacy system to the SAS solutions.",120000.0,1
290,Anton Murray Consulting,Sydney NSW,Research Analyst,"Experience with Excel, PowerPoint and market data providers such as Thomson, Bloomberg, Dealogic, CapIQ, S&P, Credit Rating Agencies, etc would be best suited.",115000.0,1
291,Australian Government Department of Defence,Russell ACT,"APS 5, APS 6 - Learning & Development Advisor (APS6); Admin...",You will have strong attention to detail and experience in gathering data and using Microsoft office products to prepare reports.,82893.0,0
292,FourQuarters,Melbourne VIC,Data Governance Business Analyst,Data Governance Business Analyst required to take ownership of data management within a leading insurance business.,130000.0,1
293,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
294,Michael Page,Sydney NSW,Data Scientist - Computer Software - Machine Learning,Work experience on data science and analytics issues. … Proven experience in translating business challenges into data pipelines & model framework.,145000.0,1
295,Department of Home Affairs,Canberra ACT,GAZ- APS5/6 - ACT - Policy/Risk Officers,"This could include – but is not limited to - experience with data mining, integration and visualisation techniques or geographic information systems.",90400.0,0
296,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
297,The City of Cockburn,Cockburn WA,Business Systems Analyst (12 Month Contract),"Data migration experience, preferably with a history in data manipulation, SQL, ETL, BI or similar. Are you ready to embark on a massive Business Process…",94981.0,0
298,Greythorn,Sydney NSW,Data/ Reporting Analyst,My client is looking for a data/ reporting analyst to hit the ground running on a newly created project team. Data Analysis and business process mapping skills.,147950.0,1
299,Appreciating Talent,Sydney NSW,Data Analyst Consultant,"Passion for statistics, data and trends? Assisting in business development opportunities relating to data collection, analysis and reporting.",65000.0,0
300,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
301,Ivory Group Pty Ltd,Sydney NSW,Data Analyst - Newcastle,This Data Analyst role is reporting to the Data Office team lead and is essential to ensure the best direction of the organisation.,102500.0,1
302,Experis,Melbourne VIC,Applications Support Analyst,"Liaison with Data Centre personnel. Their Managed Service Analysts provide technical support, operational processing and monitoring, consultancy and inter…",82500.0,0
303,SOS Recruitment Australia,Canberra ACT,APS6 Senior Data Analyst,Our Federal Government client is currently seeking an APS6 Senior Data Analyst to join their team. Support in responding to data requests and providing…,108676.0,1
304,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
305,Michael Page,Melbourne VIC,Reporting Analyst,"Provide data metrics to both internal and external stakeholders; Collecting, analysing and maintaining customer data from CRM Salesforce across the Sales,…",115000.0,1
306,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
307,Michael Page,Melbourne VIC,Analyst,"Exceptional Excel and data skills required, including advanced Excel functionality and ability to synthesise larges data sets from different sources.",96840.0,0
308,Opus Recruitment Solutions,Melbourne VIC,Lead Data Scientist,"Undertaking data collection, prepossessing and analysis. Presenting information using data visualization techniques. A chance to lead from the front.",255550.0,1
309,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
310,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
311,Intellify,Sydney NSW,Associate / Data Science delivery lead,"Previous experience as a Technical Business Analyst, data scientist or quantitative modeler at a consultancy or mid to large enterprise.",125000.0,1
312,Sydney Local Health District,Camperdown NSW,ICT Clinical Integration Analyst - Senior Analyst,ICT Clinical Integration Analyst - Senior Analyst. We are looking for an ICT Clinical Integration Analyst to join a dynamic and dedicated team.,109660.0,1
313,Adecco,Sydney Eastern Suburbs NSW,Market research analyst,With a global network of analysts and market research on every key trend and driver their market research reports empower organisations and brands of all sizes…,62500.0,0
314,Experis,Sydney Central Business District NSW,Data/ Reporting Analyst,My client is looking for a data/ reporting analyst to hit the ground running on a newly created project team. Data Analysis and business process mapping skills.,147950.0,1
315,Consulte,Brisbane QLD,IT / Data Architect,"My client, a leading Oil and Gas Recruitment Business (Global Footprint) has an opportunity for a Data Architecht Consultant (IT) to be situated in either Perth…",65000.0,0
316,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
317,Bluefin Resources,Melbourne VIC,eCommerce Analyst,"Strong SQL querying skills for data accessing and manipulation. … Discover trends, patters and stories told by the data and present to key decision-makers.",122500.0,1
318,Total Resource Solutions,Melbourne VIC,Data Engineer - Contract - Fin Services - $600 p/d,"The Data Engineer will expand and optimise our clients' data and data pipeline architecture, as well as optimise their data flow and collection for cross…",650.0,0
